iter	Passed	Remaining
1678	9938	19657
1679	9941	19646
1680	9945	19637
1681	9949	19627
1682	9957	19625
1683	9970	19634
1684	9976	19627
1685	9980	19617
1686	9985	19610
1687	9989	19599
1688	9993	19589
1689	9997	19580
1690	10001	19571
1691	10005	19561
1692	10008	19550
1693	10013	19542
1694	10017	19533
1695	10021	19523
1696	10025	19513
1697	10031	19507
1698	10035	19498
1699	10040	19489
1700	10047	19485
1701	10051	19476
1702	10054	19466
1703	10059	19457
1704	10064	19450
1705	10069	19443
1706	10076	19439
1707	10081	19430
1708	10084	19420
1709	10088	19410
1710	10093	19402
1711	10097	19393
1712	10101	19383
1713	10106	19376
1714	10110	19366
1715	10114	19357
1716	10118	19347
1717	10123	19339
1718	10127	19329
1719	10130	19319
1720	10134	19310
1721	10139	19301
1722	10143	19291
1723	10147	19281
1724	10151	19272
1725	10155	19264
1726	10160	19255
1727	10164	19245
1728	10167	19236
1729	10172	19228
1730	10176	19218
1731	10180	19209
1732	10186	19203
1733	10193	19199
1734	10209	19212
1735	10220	19216
1736	10224	19207
1737	10228	19198
1738	10234	19191
1739	10238	19182
1740	10243	19175
1741	10251	19172
1742	10256	19166
1743	10262	19159
1744	10270	19158
1745	10277	19153
1746	10284	19151
1747	10290	19143
1748	10294	19135
1749	10300	19129
1750	10305	19121
1751	10310	19114
1752	10316	19108
1753	10320	19099
1754	10325	19091
1755	10331	19085
1756	10346	19097
1757	10365	19115
1758	10385	19135
1759	10407	19159
1760	10436	19196
1761	10450	19204
1762	10454	19195
1763	10459	19187
1764	10463	19179
1765	10468	19170
1766	10473	19161
1767	10478	19155
1768	10483	19147
1769	10487	19138
1770	10492	19130
1771	10497	19122
1772	10501	19113
1773	10507	19108
1774	10511	19099
1775	10516	19090
1776	10521	19082
1777	10525	19074
1778	10529	19065
1779	10534	19056
1780	10539	19048
1781	10543	19039
1782	10547	19030
1783	10553	19025
1784	10557	19015
1785	10562	19007
1786	10569	19004
1787	10573	18995
1788	10578	18987
1789	10584	18980
1790	10588	18971
1791	10592	18962
1792	10597	18955
1793	10602	18946
1794	10606	18937
1795	10610	18928
1796	10616	18922
1797	10620	18913
1798	10624	18904
1799	10630	18897
1800	10634	18889
1801	10638	18880
1802	10643	18871
1803	10647	18863
1804	10658	18867
1805	10677	18883
1806	10683	18877
1807	10687	18868
1808	10693	18862
1809	10698	18854
1810	10703	18847
1811	10715	18851
1812	10723	18850
1813	10727	18841
1814	10731	18831
1815	10735	18821
1816	10740	18814
1817	10743	18804
1818	10747	18795
1819	10751	18785
1820	10756	18777
1821	10760	18768
1822	10763	18758
1823	10768	18749
1824	10772	18741
1825	10775	18729
1826	10779	18720
1827	10783	18711
1828	10787	18703
1829	10791	18693
1830	10795	18684
1831	10800	18676
1832	10804	18667
1833	10808	18657
1834	10812	18649
1835	10818	18644
1836	10823	18636
1837	10828	18627
1838	10832	18620
1839	10836	18610
1840	10840	18601
1841	10844	18592
1842	10850	18585
1843	10854	18577
1844	10858	18567
1845	10862	18559
1846	10866	18550
1847	10870	18541
1848	10874	18531
1849	10879	18523
1850	10883	18514
1851	10898	18525
1852	10909	18528
1853	10913	18519
1854	10918	18510
1855	10922	18501
1856	10926	18493
1857	10930	18484
1858	10934	18474
1859	10937	18464
1860	10942	18457
1861	10947	18449
1862	10950	18439
1863	10954	18430
1864	10960	18423
1865	10963	18414
1866	10967	18404
1867	10971	18395
1868	10976	18387
1869	10980	18378
1870	10984	18370
1871	10990	18363
1872	10994	18355
1873	10998	18345
1874	11002	18336
1875	11006	18329
1876	11010	18319
1877	11014	18310
1878	11018	18302
1879	11023	18293
1880	11027	18284
1881	11030	18275
1882	11036	18268
1883	11040	18259
1884	11044	18250
1885	11048	18241
1886	11053	18234
1887	11056	18225
1888	11060	18216
1889	11064	18207
1890	11069	18199
1891	11073	18190
1892	11077	18181
1893	11082	18173
1894	11086	18165
1895	11090	18157
1896	11094	18148
1897	11099	18141
1898	11103	18132
1899	11107	18122
1900	11111	18113
1901	11115	18105
1902	11119	18095
1903	11136	18108
1904	11150	18115
1905	11154	18107
1906	11158	18097
1907	11163	18090
1908	11167	18081
1909	11171	18072
1910	11174	18063
1911	11179	18056
1912	11183	18047
1913	11188	18038
1914	11192	18031
1915	11196	18022
1916	11201	18015
1917	11205	18006
1918	11210	17999
1919	11214	17990
1920	11218	17981
1921	11223	17974
1922	11228	17966
1923	11232	17957
1924	11236	17949
1925	11242	17942
1926	11246	17934
1927	11250	17925
1928	11254	17918
1929	11258	17909
1930	11262	17900
1931	11266	17891
1932	11271	17883
1933	11275	17875
1934	11279	17866
1935	11283	17857
1936	11289	17851
1937	11293	17843
1938	11297	17834
1939	11302	17827
1940	11306	17818
1941	11309	17809
1942	11313	17800
1943	11319	17793
1944	11322	17784
1945	11326	17775
1946	11330	17766
1947	11335	17759
1948	11339	17750
1949	11342	17741
1950	11346	17732
1951	11351	17724
1952	11355	17715
1953	11370	17725
1954	11385	17733
1955	11389	17725
1956	11393	17716
1957	11398	17709
1958	11402	17701
1959	11407	17692
1960	11412	17685
1961	11416	17677
1962	11420	17668
1963	11424	17660
1964	11429	17653
1965	11433	17644
1966	11437	17636
1967	11441	17627
1968	11446	17619
1969	11450	17611
1970	11453	17602
1971	11459	17595
1972	11463	17586
1973	11466	17577
1974	11470	17568
1975	11475	17562
1976	11479	17553
1977	11484	17545
1978	11487	17536
1979	11492	17528
1980	11496	17520
1981	11500	17511
1982	11504	17502
1983	11508	17495
1984	11512	17486
1985	11516	17477
1986	11521	17470
1987	11525	17461
1988	11529	17453
1989	11533	17444
1990	11537	17437
1991	11541	17428
1992	11545	17419
1993	11549	17410
1994	11554	17404
1995	11559	17396
1996	11562	17387
1997	11567	17380
1998	11571	17371
1999	11576	17364
2000	11579	17355
2001	11585	17348
2002	11588	17339
2003	11596	17336
2004	11608	17340
2005	11618	17341
2006	11630	17343
2007	11634	17336
2008	11639	17328
2009	11645	17322
2010	11649	17314
2011	11653	17305
2012	11657	17297
2013	11662	17290
2014	11666	17281
2015	11670	17273
2016	11674	17265
2017	11678	17257
2018	11682	17248
2019	11687	17241
2020	11691	17233
2021	11695	17225
2022	11699	17216
2023	11703	17208
2024	11707	17200
2025	11711	17191
2026	11715	17182
2027	11718	17173
2028	11723	17166
2029	11727	17158
2030	11731	17149
2031	11735	17140
2032	11740	17133
2033	11744	17125
2034	11748	17116
2035	11751	17108
2036	11756	17101
2037	11760	17092
2038	11764	17084
2039	11768	17075
2040	11774	17069
2041	11778	17061
2042	11782	17054
2043	11788	17048
2044	11792	17040
2045	11798	17035
2046	11804	17029
2047	11809	17022
2048	11814	17015
2049	11821	17011
2050	11826	17004
2051	11839	17008
2052	11851	17012
2053	11858	17008
2054	11862	17000
2055	11867	16993
2056	11871	16985
2057	11876	16977
2058	11880	16970
2059	11884	16961
2060	11888	16953
2061	11892	16944
2062	11897	16938
2063	11901	16929
2064	11906	16923
2065	11912	16916
2066	11916	16908
2067	11920	16900
2068	11923	16891
2069	11928	16884
2070	11932	16876
2071	11936	16868
2072	11940	16859
2073	11945	16852
2074	11949	16844
2075	11953	16836
2076	11957	16827
2077	11961	16819
2078	11965	16811
2079	11969	16802
2080	11973	16795
2081	11978	16788
2082	11982	16780
2083	11986	16771
2084	11992	16766
2085	11996	16758
2086	12000	16749
2087	12004	16741
2088	12008	16734
2089	12012	16725
2090	12016	16717
2091	12021	16710
2092	12026	16703
2093	12030	16695
2094	12034	16687
2095	12040	16681
2096	12044	16673
2097	12047	16665
2098	12052	16658
2099	12056	16649
2100	12060	16641
2101	12068	16639
2102	12080	16641
2103	12087	16637
2104	12091	16629
2105	12095	16620
2106	12099	16613
2107	12103	16604
2108	12107	16596
2109	12111	16588
2110	12115	16580
2111	12119	16572
2112	12123	16564
2113	12127	16556
2114	12131	16548
2115	12135	16540
2116	12139	16532
2117	12144	16524
2118	12148	16516
2119	12152	16508
2120	12156	16500
2121	12160	16493
2122	12164	16484
2123	12169	16477
2124	12172	16469
2125	12178	16462
2126	12182	16454
2127	12186	16447
2128	12191	16440
2129	12196	16433
2130	12199	16424
2131	12203	16416
2132	12208	16409
2133	12212	16401
2134	12215	16392
2135	12219	16384
2136	12224	16377
2137	12228	16369
2138	12232	16361
2139	12236	16353
2140	12241	16346
2141	12244	16337
2142	12248	16329
2143	12253	16322
2144	12257	16314
2145	12260	16306
2146	12264	16297
2147	12269	16291
2148	12273	16283
2149	12278	16276
2150	12283	16269
2151	12287	16261
2152	12291	16253
2153	12295	16245
2154	12306	16246
2155	12319	16250
2156	12330	16252
2157	12334	16244
2158	12338	16236
2159	12342	16228
2160	12347	16221
2161	12351	16213
2162	12355	16205
2163	12359	16197
2164	12364	16191
2165	12368	16183
2166	12372	16175
2167	12376	16167
2168	12381	16159
2169	12384	16151
2170	12388	16143
2171	12393	16136
2172	12397	16128
2173	12400	16119
2174	12405	16112
2175	12410	16106
2176	12415	16099
2177	12419	16092
2178	12424	16085
2179	12428	16077
2180	12432	16069
2181	12436	16060
2182	12438	16051
2183	12443	16044
2184	12447	16036
2185	12451	16028
2186	12456	16021
2187	12460	16013
2188	12464	16005
2189	12467	15997
2190	12472	15990
2191	12477	15984
2192	12481	15976
2193	12486	15969
2194	12491	15962
2195	12495	15954
2196	12499	15946
2197	12504	15940
2198	12508	15932
2199	12511	15924
2200	12515	15916
2201	12520	15909
2202	12524	15901
2203	12528	15893
2204	12536	15890
2205	12550	15895
2206	12556	15890
2207	12560	15882
2208	12564	15874
2209	12569	15867
2210	12572	15859
2211	12576	15851
2212	12581	15844
2213	12585	15836
2214	12589	15828
2215	12593	15821
2216	12598	15815
2217	12602	15806
2218	12605	15798
2219	12609	15790
2220	12614	15784
2221	12618	15776
2222	12622	15768
2223	12626	15760
2224	12630	15753
2225	12634	15745
2226	12638	15737
2227	12642	15729
2228	12646	15722
2229	12651	15714
2230	12655	15707
2231	12660	15700
2232	12664	15693
2233	12668	15685
2234	12672	15677
2235	12677	15670
2236	12680	15662
2237	12685	15655
2238	12688	15647
2239	12693	15640
2240	12697	15632
2241	12701	15624
2242	12705	15617
2243	12709	15609
2244	12713	15601
2245	12717	15593
2246	12722	15586
2247	12725	15578
2248	12729	15571
2249	12733	15563
2250	12739	15557
2251	12743	15550
2252	12748	15543
2253	12753	15537
2254	12758	15530
2255	12763	15524
2256	12777	15528
2257	12796	15539
2258	12802	15533
2259	12806	15526
2260	12814	15523
2261	12818	15516
2262	12822	15508
2263	12827	15501
2264	12832	15495
2265	12836	15487
2266	12840	15480
2267	12846	15474
2268	12850	15467
2269	12854	15459
2270	12860	15453
2271	12865	15447
2272	12869	15440
2273	12874	15433
2274	12879	15426
2275	12883	15419
2276	12888	15412
2277	12894	15407
2278	12898	15400
2279	12902	15392
2280	12908	15387
2281	12912	15379
2282	12917	15373
2283	12923	15368
2284	12927	15360
2285	12931	15352
2286	12935	15345
2287	12940	15338
2288	12944	15331
2289	12948	15323
2290	12950	15313
2291	12955	15307
2292	12960	15300
2293	12964	15292
2294	12968	15285
2295	12973	15278
2296	12976	15270
2297	12980	15262
2298	12985	15256
2299	12989	15248
2300	12993	15240
2301	12997	15232
2302	13005	15230
2303	13020	15236
2304	13025	15228
2305	13028	15221
2306	13033	15214
2307	13037	15206
2308	13041	15199
2309	13045	15191
2310	13070	15207
2311	13081	15208
2312	13097	15214
2313	13112	15220
2314	13123	15220
2315	13129	15215
2316	13133	15208
2317	13138	15201
2318	13152	15205
2319	13157	15199
2320	13162	15193
2321	13166	15185
2322	13170	15177
2323	13175	15171
2324	13180	15164
2325	13184	15156
2326	13188	15149
2327	13193	15143
2328	13197	15135
2329	13202	15129
2330	13207	15123
2331	13212	15116
2332	13216	15108
2333	13220	15100
2334	13225	15094
2335	13229	15086
2336	13233	15079
2337	13237	15071
2338	13245	15068
2339	13261	15074
2340	13273	15076
2341	13277	15069
2342	13281	15061
2343	13286	15055
2344	13290	15047
2345	13294	15040
2346	13298	15032
2347	13303	15025
2348	13307	15017
2349	13310	15010
2350	13314	15002
2351	13319	14995
2352	13323	14987
2353	13327	14980
2354	13330	14972
2355	13335	14965
2356	13339	14957
2357	13343	14950
2358	13350	14946
2359	13354	14938
2360	13358	14931
2361	13363	14925
2362	13367	14917
2363	13371	14910
2364	13375	14902
2365	13381	14896
2366	13385	14889
2367	13388	14881
2368	13392	14873
2369	13397	14867
2370	13401	14859
2371	13405	14852
2372	13409	14845
2373	13414	14837
2374	13417	14830
2375	13421	14822
2376	13426	14816
2377	13430	14808
2378	13434	14800
2379	13435	14790
2380	13439	14783
2381	13444	14776
2382	13448	14768
2383	13451	14760
2384	13457	14755
2385	13461	14747
2386	13465	14740
2387	13470	14733
2388	13479	14731
2389	13492	14734
2390	13496	14726
2391	13500	14719
2392	13504	14712
2393	13508	14704
2394	13512	14697
2395	13516	14689
2396	13520	14683
2397	13525	14675
2398	13529	14668
2399	13534	14662
2400	13538	14655
2401	13542	14648
2402	13547	14641
2403	13552	14634
2404	13556	14627
2405	13560	14620
2406	13566	14614
2407	13570	14607
2408	13573	14599
2409	13577	14591
2410	13583	14585
2411	13586	14578
2412	13590	14570
2413	13594	14563
2414	13598	14556
2415	13602	14548
2416	13607	14541
2417	13613	14536
2418	13617	14529
2419	13623	14523
2420	13627	14517
2421	13632	14510
2422	13635	14502
2423	13639	14494
2424	13644	14488
2425	13648	14481
2426	13652	14473
2427	13656	14466
2428	13661	14460
2429	13665	14453
2430	13669	14445
2431	13674	14439
2432	13678	14431
2433	13681	14423
2434	13685	14416
2435	13690	14410
2436	13694	14402
2437	13698	14395
2438	13702	14387
2439	13707	14381
2440	13717	14380
2441	13731	14383
2442	13741	14383
2443	13746	14376
2444	13750	14368
2445	13756	14364
2446	13761	14357
2447	13765	14350
2448	13770	14343
2449	13773	14336
2450	13777	14328
2451	13782	14321
2452	13786	14315
2453	13790	14307
2454	13794	14300
2455	13798	14293
2456	13802	14286
2457	13806	14278
2458	13811	14271
2459	13816	14265
2460	13819	14257
2461	13823	14250
2462	13827	14242
2463	13832	14236
2464	13835	14228
2465	13839	14221
2466	13843	14214
2467	13848	14208
2468	13852	14200
2469	13856	14192
2470	13860	14186
2471	13865	14179
2472	13869	14172
2473	13873	14164
2474	13878	14158
2475	13882	14151
2476	13886	14144
2477	13890	14136
2478	13893	14128
2479	13897	14121
2480	13901	14114
2481	13905	14106
2482	13910	14100
2483	13914	14093
2484	13917	14085
2485	13921	14078
2486	13926	14071
2487	13930	14064
2488	13933	14057
2489	13937	14049
2490	13942	14043
2491	13953	14043
2492	13965	14044
2493	13970	14037
2494	13974	14030
2495	13978	14022
2496	13982	14015
2497	13987	14009
2498	13991	14002
2499	13996	13996
2500	14001	13990
2501	14006	13984
2502	14010	13977
2503	14014	13969
2504	14020	13964
2505	14024	13957
2506	14028	13949
2507	14033	13943
2508	14037	13936
2509	14041	13929
2510	14045	13922
2511	14050	13916
2512	14054	13909
2513	14059	13902
2514	14063	13895
2515	14067	13888
2516	14071	13881
2517	14075	13873
2518	14079	13867
2519	14083	13860
2520	14087	13853
2521	14091	13845
2522	14096	13839
2523	14100	13832
2524	14104	13825
2525	14109	13818
2526	14113	13812
2527	14117	13805
2528	14121	13797
2529	14125	13790
2530	14129	13783
2531	14134	13777
2532	14138	13769
2533	14143	13763
2534	14147	13756
2535	14150	13749
2536	14154	13741
2537	14159	13735
2538	14164	13729
2539	14169	13723
2540	14176	13718
2541	14181	13713
2542	14200	13720
2543	14212	13720
2544	14216	13713
2545	14221	13707
2546	14226	13701
2547	14231	13695
2548	14235	13688
2549	14240	13682
2550	14246	13677
2551	14250	13670
2552	14259	13667
2553	14263	13660
2554	14268	13653
2555	14273	13648
2556	14277	13640
2557	14281	13634
2558	14286	13627
2559	14290	13620
2560	14294	13613
2561	14299	13607
2562	14303	13599
2563	14306	13592
2564	14310	13585
2565	14315	13579
2566	14319	13571
2567	14323	13564
2568	14327	13557
2569	14332	13551
2570	14337	13545
2571	14340	13537
2572	14344	13530
2573	14348	13523
2574	14352	13516
2575	14356	13509
2576	14361	13503
2577	14366	13496
2578	14370	13490
2579	14375	13484
2580	14380	13478
2581	14385	13471
2582	14389	13464
2583	14394	13458
2584	14398	13451
2585	14403	13445
2586	14407	13438
2587	14411	13431
2588	14415	13424
2589	14428	13425
2590	14441	13426
2591	14445	13419
2592	14449	13412
2593	14452	13405
2594	14458	13399
2595	14462	13392
2596	14466	13385
2597	14471	13379
2598	14475	13373
2599	14480	13366
2600	14484	13359
2601	14490	13354
2602	14494	13347
2603	14498	13340
2604	14503	13334
2605	14507	13327
2606	14511	13320
2607	14517	13315
2608	14521	13308
2609	14526	13301
2610	14529	13294
2611	14534	13288
2612	14538	13280
2613	14542	13273
2614	14545	13266
2615	14550	13260
2616	14554	13253
2617	14558	13245
2618	14562	13239
2619	14567	13232
2620	14571	13226
2621	14575	13219
2622	14581	13213
2623	14584	13206
2624	14588	13199
2625	14593	13192
2626	14598	13186
2627	14602	13179
2628	14605	13172
2629	14610	13166
2630	14614	13159
2631	14618	13151
2632	14622	13145
2633	14628	13139
2634	14631	13132
2635	14636	13126
2636	14640	13119
2637	14644	13112
2638	14648	13105
2639	14655	13101
2640	14676	13109
2641	14685	13106
2642	14689	13100
2643	14694	13093
2644	14697	13086
2645	14701	13079
2646	14706	13072
2647	14710	13065
2648	14714	13058
2649	14717	13051
2650	14722	13045
2651	14726	13038
2652	14730	13031
2653	14734	13024
2654	14739	13018
2655	14743	13011
2656	14747	13004
2657	14752	12998
2658	14756	12991
2659	14760	12984
2660	14764	12977
2661	14771	12973
2662	14775	12967
2663	14780	12961
2664	14787	12956
2665	14791	12949
2666	14795	12942
2667	14800	12936
2668	14804	12929
2669	14807	12922
2670	14811	12915
2671	14816	12909
2672	14820	12901
2673	14824	12894
2674	14828	12888
2675	14833	12882
2676	14837	12875
2677	14840	12868
2678	14845	12861
2679	14849	12854
2680	14853	12847
2681	14856	12840
2682	14861	12834
2683	14865	12827
2684	14869	12820
2685	14873	12813
2686	14878	12807
2687	14882	12801
2688	14887	12795
2689	14899	12794
2690	14909	12793
2691	14918	12790
2692	14922	12783
2693	14927	12777
2694	14931	12770
2695	14935	12763
2696	14939	12756
2697	14943	12750
2698	14947	12742
2699	14950	12735
2700	14954	12728
2701	14959	12722
2702	14962	12715
2703	14966	12708
2704	14971	12702
2705	14976	12695
2706	14980	12689
2707	14984	12682
2708	14989	12676
2709	14993	12669
2710	14997	12662
2711	15001	12656
2712	15005	12649
2713	15009	12642
2714	15013	12635
2715	15018	12629
2716	15022	12623
2717	15026	12615
2718	15030	12608
2719	15034	12602
2720	15038	12596
2721	15042	12589
2722	15046	12582
2723	15052	12576
2724	15056	12569
2725	15060	12563
2726	15065	12557
2727	15071	12552
2728	15076	12546
2729	15081	12540
2730	15085	12533
2731	15089	12526
2732	15092	12519
2733	15097	12513
2734	15101	12506
2735	15105	12499
2736	15110	12493
2737	15114	12487
2738	15118	12480
2739	15122	12473
2740	15137	12475
2741	15151	12476
2742	15156	12470
2743	15161	12464
2744	15166	12459
2745	15170	12452
2746	15177	12448
2747	15183	12442
2748	15187	12436
2749	15193	12431
2750	15197	12424
2751	15202	12417
2752	15207	12412
2753	15212	12406
2754	15216	12399
2755	15220	12392
2756	15225	12386
2757	15229	12380
2758	15233	12373
2759	15239	12368
2760	15243	12361
2761	15248	12355
2762	15252	12348
2763	15256	12342
2764	15263	12337
2765	15271	12333
2766	15275	12327
2767	15280	12321
2768	15286	12316
2769	15290	12309
2770	15294	12302
2771	15299	12297
2772	15304	12291
2773	15308	12284
2774	15312	12277
2775	15318	12272
2776	15323	12266
2777	15327	12259
2778	15333	12254
2779	15338	12248
2780	15343	12242
2781	15349	12237
2782	15353	12230
2783	15357	12224
2784	15365	12220
2785	15378	12220
2786	15388	12219
2787	15392	12212
2788	15397	12206
2789	15401	12199
2790	15405	12192
2791	15409	12186
2792	15413	12179
2793	15417	12172
2794	15421	12166
2795	15425	12159
2796	15429	12153
2797	15433	12146
2798	15437	12139
2799	15442	12133
2800	15447	12127
2801	15451	12120
2802	15455	12113
2803	15459	12107
2804	15463	12100
2805	15467	12094
2806	15483	12096
2807	15496	12096
2808	15510	12097
2809	15525	12099
2810	15539	12101
2811	15546	12096
2812	15554	12093
2813	15559	12086
2814	15576	12090
2815	15580	12083
2816	15586	12078
2817	15591	12072
2818	15596	12066
2819	15600	12060
2820	15612	12059
2821	15624	12059
2822	15636	12058
2823	15640	12051
2824	15644	12044
2825	15649	12039
2826	15653	12032
2827	15657	12025
2828	15661	12018
2829	15665	12012
2830	15669	12005
2831	15673	11998
2832	15677	11992
2833	15682	11985
2834	15686	11979
2835	15690	11972
2836	15696	11967
2837	15700	11960
2838	15704	11953
2839	15708	11946
2840	15713	11941
2841	15718	11935
2842	15722	11928
2843	15726	11922
2844	15730	11915
2845	15734	11908
2846	15738	11901
2847	15743	11896
2848	15747	11889
2849	15751	11882
2850	15755	11876
2851	15760	11869
2852	15764	11863
2853	15768	11856
2854	15772	11850
2855	15777	11843
2856	15781	11837
2857	15784	11830
2858	15789	11824
2859	15793	11817
2860	15797	11810
2861	15801	11804
2862	15807	11798
2863	15810	11791
2864	15814	11785
2865	15818	11778
2866	15823	11772
2867	15826	11765
2868	15830	11758
2869	15834	11751
2870	15845	11750
2871	15858	11749
2872	15864	11745
2873	15870	11739
2874	15874	11733
2875	15877	11726
2876	15882	11719
2877	15887	11714
2878	15891	11707
2879	15895	11700
2880	15900	11695
2881	15904	11688
2882	15908	11681
2883	15912	11675
2884	15917	11669
2885	15921	11662
2886	15925	11655
2887	15929	11649
2888	15933	11642
2889	15937	11636
2890	15941	11629
2891	15946	11623
2892	15950	11617
2893	15955	11611
2894	15960	11604
2895	15964	11598
2896	15969	11592
2897	15973	11585
2898	15978	11580
2899	15983	11574
2900	15987	11567
2901	15991	11560
2902	15995	11554
2903	15999	11547
2904	16003	11541
2905	16007	11534
2906	16012	11528
2907	16016	11522
2908	16020	11515
2909	16025	11509
2910	16029	11503
2911	16033	11496
2912	16037	11489
2913	16042	11483
2914	16046	11477
2915	16050	11470
2916	16055	11465
2917	16059	11458
2918	16063	11451
2919	16067	11445
2920	16072	11439
2921	16088	11441
2922	16095	11436
2923	16100	11431
2924	16104	11424
2925	16108	11418
2926	16112	11411
2927	16117	11405
2928	16121	11398
2929	16124	11391
2930	16129	11385
2931	16133	11379
2932	16137	11372
2933	16141	11366
2934	16145	11359
2935	16149	11353
2936	16153	11346
2937	16157	11340
2938	16163	11334
2939	16167	11328
2940	16171	11321
2941	16175	11314
2942	16180	11309
2943	16184	11302
2944	16188	11296
2945	16193	11290
2946	16197	11283
2947	16201	11277
2948	16205	11270
2949	16210	11264
2950	16214	11258
2951	16218	11251
2952	16222	11245
2953	16231	11242
2954	16234	11235
2955	16239	11228
2956	16243	11222
2957	16247	11216
2958	16251	11209
2959	16256	11203
2960	16260	11197
2961	16264	11190
2962	16268	11184
2963	16273	11178
2964	16277	11171
2965	16281	11165
2966	16285	11159
2967	16290	11152
2968	16294	11146
2969	16297	11139
2970	16302	11133
2971	16306	11126
2972	16320	11127
2973	16337	11129
2974	16342	11124
2975	16347	11117
2976	16352	11112
2977	16356	11106
2978	16361	11100
2979	16366	11094
2980	16370	11087
2981	16375	11081
2982	16378	11074
2983	16383	11069
2984	16387	11062
2985	16391	11055
2986	16395	11049
2987	16400	11043
2988	16404	11037
2989	16408	11030
2990	16414	11025
2991	16418	11018
2992	16422	11012
2993	16426	11005
2994	16431	10999
2995	16435	10993
2996	16439	10986
2997	16443	10980
2998	16447	10974
2999	16451	10967
3000	16455	10960
3001	16460	10955
3002	16464	10949
3003	16468	10942
3004	16472	10935
3005	16477	10930
3006	16481	10923
3007	16485	10917
3008	16490	10911
3009	16494	10905
3010	16498	10898
3011	16502	10892
3012	16508	10886
3013	16511	10880
3014	16515	10873
3015	16519	10866
3016	16524	10861
3017	16528	10854
3018	16532	10848
3019	16536	10841
3020	16540	10835
3021	16547	10830
3022	16560	10830
3023	16570	10828
3024	16574	10821
3025	16579	10815
3026	16583	10808
3027	16587	10802
3028	16591	10796
3029	16595	10789
3030	16600	10783
3031	16603	10777
3032	16607	10770
3033	16611	10764
3034	16616	10758
3035	16620	10751
3036	16624	10745
3037	16628	10738
3038	16633	10732
3039	16637	10726
3040	16641	10720
3041	16645	10713
3042	16649	10707
3043	16654	10701
3044	16658	10695
3045	16663	10689
3046	16667	10683
3047	16672	10677
3048	16681	10673
3049	16685	10667
3050	16690	10662
3051	16696	10657
3052	16703	10652
3053	16707	10645
3054	16713	10640
3055	16717	10634
3056	16721	10627
3057	16726	10621
3058	16730	10615
3059	16734	10609
3060	16738	10602
3061	16745	10598
3062	16749	10592
3063	16754	10586
3064	16759	10580
3065	16763	10574
3066	16767	10567
3067	16771	10561
3068	16776	10555
3069	16785	10552
3070	16798	10551
3071	16811	10551
3072	16815	10544
3073	16820	10538
3074	16824	10532
3075	16828	10525
3076	16832	10519
3077	16837	10513
3078	16841	10507
3079	16845	10500
3080	16848	10494
3081	16853	10488
3082	16857	10481
3083	16861	10475
3084	16865	10469
3085	16870	10463
3086	16874	10456
3087	16878	10450
3088	16883	10444
3089	16887	10438
3090	16891	10432
3091	16895	10425
3092	16900	10419
3093	16904	10413
3094	16908	10407
3095	16911	10400
3096	16914	10393
3097	16919	10387
3098	16922	10380
3099	16926	10374
3100	16931	10368
3101	16936	10362
3102	16940	10356
3103	16944	10349
3104	16948	10343
3105	16952	10337
3106	16956	10330
3107	16961	10325
3108	16965	10318
3109	16969	10312
3110	16973	10306
3111	16979	10301
3112	16983	10294
3113	16987	10288
3114	16992	10282
3115	16996	10276
3116	17000	10269
3117	17003	10263
3118	17008	10257
3119	17012	10251
3120	17022	10248
3121	17036	10248
3122	17041	10242
3123	17045	10236
3124	17049	10229
3125	17054	10223
3126	17058	10217
3127	17061	10210
3128	17065	10204
3129	17070	10198
3130	17074	10192
3131	17078	10186
3132	17082	10179
3133	17087	10174
3134	17091	10167
3135	17095	10161
3136	17099	10155
3137	17104	10149
3138	17108	10143
3139	17112	10136
3140	17116	10130
3141	17120	10124
3142	17125	10118
3143	17129	10112
3144	17135	10107
3145	17140	10101
3146	17144	10094
3147	17149	10089
3148	17153	10082
3149	17156	10076
3150	17160	10069
3151	17165	10064
3152	17169	10057
3153	17173	10051
3154	17177	10045
3155	17183	10039
3156	17187	10033
3157	17191	10027
3158	17196	10021
3159	17200	10015
3160	17204	10009
3161	17208	10002
3162	17213	9997
3163	17217	9990
3164	17220	9984
3165	17224	9977
3166	17229	9972
3167	17233	9965
3168	17236	9959
3169	17240	9952
3170	17245	9946
3171	17248	9940
3172	17258	9937
3173	17268	9934
3174	17285	9935
3175	17293	9931
3176	17298	9926
3177	17302	9919
3178	17308	9914
3179	17312	9908
3180	17316	9902
3181	17321	9896
3182	17325	9889
3183	17328	9883
3184	17332	9877
3185	17337	9871
3186	17341	9865
3187	17345	9858
3188	17349	9852
3189	17354	9846
3190	17358	9840
3191	17362	9834
3192	17365	9827
3193	17371	9822
3194	17374	9815
3195	17378	9809
3196	17382	9803
3197	17387	9797
3198	17391	9791
3199	17395	9785
3200	17400	9779
3201	17404	9773
3202	17408	9766
3203	17412	9760
3204	17417	9755
3205	17421	9748
3206	17425	9742
3207	17429	9736
3208	17433	9730
3209	17437	9723
3210	17441	9717
3211	17444	9710
3212	17449	9705
3213	17453	9698
3214	17457	9692
3215	17461	9686
3216	17465	9680
3217	17469	9673
3218	17473	9667
3219	17478	9661
3220	17482	9655
3221	17486	9649
3222	17497	9647
3223	17506	9643
3224	17515	9640
3225	17520	9634
3226	17526	9629
3227	17530	9623
3228	17534	9617
3229	17539	9611
3230	17544	9605
3231	17547	9599
