iter	RMSE
170	3.634038088
171	3.623446083
172	3.611107146
173	3.600722142
174	3.588602129
175	3.576395414
176	3.566295976
177	3.55452522
178	3.544201089
179	3.531813921
180	3.519242719
181	3.508200641
182	3.496116777
183	3.48782804
184	3.478595443
185	3.468819415
186	3.461237968
187	3.453437944
188	3.445312321
189	3.430784206
190	3.416119872
191	3.404419157
192	3.391602617
193	3.383315799
194	3.373700614
195	3.368293958
196	3.358516993
197	3.345990327
198	3.33853429
199	3.329255274
200	3.321467828
201	3.31214037
202	3.302303962
203	3.291628474
204	3.28213145
205	3.273470093
206	3.267185204
207	3.26149141
208	3.253757981
209	3.244098453
210	3.237725033
211	3.22999709
212	3.220973389
213	3.213122127
214	3.203636054
215	3.198285717
216	3.193010387
217	3.186724203
218	3.18012875
219	3.169928719
220	3.163282887
221	3.156822038
222	3.150316217
223	3.142294839
224	3.133536812
225	3.128346695
226	3.119918498
227	3.11305355
228	3.106279124
229	3.099594949
230	3.093153973
231	3.083778684
232	3.076507119
233	3.071512691
234	3.064785715
235	3.056562608
236	3.051126709
237	3.045818484
238	3.03891345
239	3.028157407
240	3.017380786
241	3.012781062
242	3.005956498
243	2.995039784
244	2.989532976
245	2.983191952
246	2.975932482
247	2.97248612
248	2.964806552
249	2.96009241
250	2.947765496
251	2.940213442
252	2.933940794
253	2.931186719
254	2.926801092
255	2.920729701
256	2.915125291
257	2.907650003
258	2.903065056
259	2.896215073
260	2.890336567
261	2.886891751
262	2.882293101
263	2.877870037
264	2.874882844
265	2.867175478
266	2.858567034
267	2.851001604
268	2.846401113
269	2.841692651
270	2.837074141
271	2.832803453
272	2.825127755
273	2.820376303
274	2.81684284
275	2.811461034
276	2.807495593
277	2.799547392
278	2.794268257
279	2.789570275
280	2.78411489
281	2.779332955
282	2.775624263
283	2.771169359
284	2.76659784
285	2.763183846
286	2.756644384
287	2.753284072
288	2.749301487
289	2.741051269
290	2.732710751
291	2.729549118
292	2.722205426
293	2.716660491
294	2.713997219
295	2.711105352
296	2.705166727
297	2.699693327
298	2.692914887
299	2.68684641
300	2.684570881
301	2.68160761
302	2.675976785
303	2.671149631
304	2.668378026
305	2.661399166
306	2.659482455
307	2.657880551
308	2.653459969
309	2.650926876
310	2.644123827
311	2.638296613
312	2.635693785
313	2.629729568
314	2.627156272
315	2.620726964
316	2.616525515
317	2.608913076
318	2.604368419
319	2.601715311
320	2.597847745
321	2.596537601
322	2.59379475
323	2.587384217
324	2.582728855
325	2.581499734
326	2.576289929
327	2.570987551
328	2.566791325
329	2.563440454
330	2.559101241
331	2.552191337
332	2.549326455
333	2.547261039
334	2.542405236
335	2.538730523
336	2.534175483
337	2.531853041
338	2.528043202
339	2.523073973
340	2.514599569
341	2.512148034
342	2.509923307
343	2.508262341
344	2.500360278
345	2.495590501
346	2.49286528
347	2.491363248
348	2.48492097
349	2.481384246
350	2.474449198
351	2.473419814
352	2.472021798
353	2.468090427
354	2.463740576
355	2.459515222
356	2.45778458
357	2.452342034
358	2.44859569
359	2.44617818
360	2.444245526
361	2.44016563
362	2.436932229
363	2.430994236
364	2.424865851
365	2.421842917
366	2.420548976
367	2.418908741
368	2.417278143
369	2.414720698
370	2.412179944
371	2.406832585
372	2.402419561
373	2.399416559
374	2.394038924
375	2.390814718
376	2.389681215
377	2.384621841
378	2.379363114
379	2.375188161
380	2.37312283
381	2.370614213
382	2.366567175
383	2.362366209
384	2.358532574
385	2.355155505
386	2.351371064
387	2.349571663
388	2.347965863
389	2.345650607
390	2.342768135
391	2.340962007
392	2.338526916
393	2.335422175
394	2.332724447
395	2.32933324
396	2.327173353
397	2.324007819
398	2.322169974
399	2.318497418
400	2.315845417
401	2.312044364
402	2.307189542
403	2.303571027
404	2.300295651
405	2.297697245
406	2.295443495
407	2.292905524
408	2.289704326
409	2.285517452
410	2.283038607
411	2.281183722
412	2.280164276
413	2.278621157
414	2.274357513
415	2.270913223
416	2.26508289
417	2.264010073
418	2.26130953
419	2.260401148
420	2.258380992
421	2.257319748
422	2.253825231
423	2.251396558
424	2.247447843
425	2.242937482
426	2.240500284
427	2.237312661
428	2.236270964
429	2.233466097
430	2.226526652
431	2.223401452
432	2.219701967
433	2.217562904
434	2.21455176
435	2.20985395
436	2.207794961
437	2.204867797
438	2.203068593
439	2.200047385
440	2.197625741
441	2.194560631
442	2.192696821
443	2.18817921
444	2.185444105
445	2.183435579
446	2.179751235
447	2.177019835
448	2.17444183
449	2.172800963
450	2.170662544
451	2.169344195
452	2.167900193
453	2.164787528
454	2.162398024
455	2.1595552
456	2.155384325
457	2.15212024
458	2.149932843
459	2.147694444
460	2.14685655
461	2.144601229
462	2.142663195
463	2.139523298
464	2.13629686
465	2.132757051
466	2.127637494
467	2.126577205
468	2.123857575
469	2.121989774
470	2.119297947
471	2.115766016
472	2.113268021
473	2.111516964
474	2.110322134
475	2.107690188
476	2.104672001
477	2.102796933
478	2.100259409
479	2.098171817
480	2.095638938
481	2.093599654
482	2.091278368
483	2.088696664
484	2.088005282
485	2.084412204
486	2.080970577
487	2.079519332
488	2.074971751
489	2.073438459
490	2.070923316
491	2.069372219
492	2.066577093
493	2.064998621
494	2.062631066
495	2.061657765
496	2.059196271
497	2.056897433
498	2.053391996
499	2.05172069
500	2.04838789
501	2.047191785
502	2.046136276
503	2.042653247
504	2.040951093
505	2.038270462
506	2.035830534
507	2.035149115
508	2.032276066
509	2.030276293
510	2.028566212
511	2.024677004
512	2.022941894
513	2.021541323
514	2.017983869
515	2.016498006
516	2.014882175
517	2.01152288
518	2.009107432
519	2.007907468
520	2.006187273
521	2.004454256
522	2.00225991
523	2.000620085
524	1.998107167
525	1.996452391
526	1.994196907
527	1.990035885
528	1.9889496
529	1.987230994
530	1.985407938
531	1.984085181
532	1.981391778
533	1.979831434
534	1.977160903
535	1.976262455
536	1.974396508
537	1.972766179
538	1.971190614
539	1.969909501
540	1.968552219
541	1.965964693
542	1.962933313
543	1.961723646
544	1.960440366
545	1.959341661
546	1.957768689
547	1.956963946
548	1.954174356
549	1.952311902
550	1.950788088
551	1.949627597
552	1.949169731
553	1.947902887
554	1.946847281
555	1.944596183
556	1.942550888
557	1.94070813
558	1.938547592
559	1.938060833
560	1.935434722
561	1.9341754
562	1.932469111
563	1.931359613
564	1.929864547
565	1.92850603
566	1.927359642
567	1.924973115
568	1.924287433
569	1.921836736
570	1.920275664
571	1.917727331
572	1.915075164
573	1.913084399
574	1.91164582
575	1.910798203
576	1.910052489
577	1.908224887
578	1.906331325
579	1.903333445
580	1.902026828
581	1.901212078
582	1.899233781
583	1.895701585
584	1.894716357
585	1.893081485
586	1.892241514
587	1.891483438
588	1.889918733
589	1.889338442
590	1.886755429
591	1.884106716
592	1.880457938
593	1.879787562
594	1.87824176
595	1.877252399
596	1.876317614
597	1.87570729
598	1.873816797
599	1.872657289
600	1.871913996
601	1.869572266
602	1.86899281
603	1.866286214
604	1.864268111
605	1.862498362
606	1.861100835
607	1.859427469
608	1.858435254
609	1.85785903
610	1.855999418
611	1.853159205
612	1.852354946
613	1.851519324
614	1.850494977
615	1.848966552
616	1.848656992
617	1.848509705
618	1.848036213
619	1.846928798
620	1.845799232
621	1.844381496
622	1.843151497
623	1.842381893
624	1.84205308
625	1.840500044
626	1.837820526
627	1.836857377
628	1.834953056
629	1.834530278
630	1.83161729
631	1.829325119
632	1.827499653
633	1.82613894
634	1.826011673
635	1.825042519
636	1.823983118
637	1.821020259
638	1.819726283
639	1.817881464
640	1.816555989
641	1.815064912
642	1.813603583
643	1.812283918
644	1.810436276
645	1.809537621
646	1.808673333
647	1.808507349
648	1.806321652
649	1.804310688
650	1.803086475
651	1.802013276
652	1.800482294
653	1.798560699
654	1.797622664
655	1.795379846
656	1.793120634
657	1.792435486
658	1.790432556
659	1.789666592
660	1.788216705
661	1.786725833
662	1.785868862
663	1.784480885
664	1.782693084
665	1.780337888
666	1.778784114
667	1.776838266
668	1.776144347
669	1.774756992
670	1.772463419
671	1.771046283
672	1.770415279
673	1.768007587
674	1.766534807
675	1.765209062
676	1.763305516
677	1.762293692
678	1.76090904
679	1.759628107
680	1.758505136
681	1.757488666
682	1.756328463
683	1.754625094
684	1.753860586
685	1.753032199
686	1.751788506
687	1.751086177
688	1.748970015
689	1.746911071
690	1.744958575
691	1.743273869
692	1.741245329
693	1.740336538
694	1.739538691
695	1.738417987
696	1.736829883
697	1.735336869
698	1.734598374
699	1.733142196
700	1.732486418
701	1.732207997
702	1.729973649
703	1.729454675
704	1.729254477
705	1.728213819
706	1.72740039
707	1.725990121
708	1.725179826
709	1.722538058
710	1.72121785
711	1.720543193
712	1.719071267
713	1.717619843
714	1.715379147
715	1.714167373
716	1.713734359
717	1.711637563
718	1.711250548
719	1.710261646
720	1.709581815
721	1.709520912
722	1.706661215
723	1.70484523
724	1.703579125
725	1.702657419
726	1.701142872
727	1.698871359
728	1.696752297
729	1.695457062
730	1.694230556
731	1.692918596
732	1.691132582
733	1.690603369
734	1.689613112
735	1.68767228
736	1.686552455
737	1.685011476
738	1.683882875
739	1.682789174
740	1.681222775
741	1.680031085
742	1.679157714
743	1.678213582
744	1.676311624
745	1.675870264
746	1.67542397
747	1.674180415
748	1.673333133
749	1.672566841
750	1.67135512
751	1.670198684
752	1.66922376
753	1.668283278
754	1.66807968
755	1.667496078
756	1.666710702
757	1.665247688
758	1.663081852
759	1.662011466
760	1.660791135
761	1.660089969
762	1.65936753
763	1.658468493
764	1.657462048
765	1.656511652
766	1.655838154
767	1.654724519
768	1.652826096
769	1.650582057
770	1.64912039
771	1.64773167
772	1.647375185
773	1.645851261
774	1.64467929
775	1.643421418
776	1.642470105
777	1.640731644
778	1.640101454
779	1.639258594
780	1.638456701
781	1.637674683
782	1.637066584
783	1.635152764
784	1.634488622
785	1.633452353
786	1.633328402
787	1.632831596
788	1.632240335
789	1.630930695
790	1.630607411
791	1.628977879
792	1.628065751
793	1.626899604
794	1.626514398
795	1.626241401
796	1.624988546
797	1.624033561
798	1.623061565
799	1.622336118
800	1.62068156
801	1.619043008
802	1.618548318
803	1.617620824
804	1.616628107
805	1.615703777
806	1.614141858
807	1.61328872
808	1.612129344
809	1.611171574
810	1.610392647
811	1.609220857
812	1.608354899
813	1.607645654
814	1.607008242
815	1.606915186
816	1.606109491
817	1.605423653
818	1.605365996
819	1.604885006
820	1.604157207
821	1.602680611
822	1.602372494
823	1.600675804
824	1.600097321
825	1.598651189
826	1.598112581
827	1.597082061
828	1.596804703
829	1.596021278
830	1.595238039
831	1.592949833
832	1.591249398
833	1.591045389
834	1.59086675
835	1.589740294
836	1.588733903
837	1.587732492
838	1.58725517
839	1.586072877
840	1.585476338
841	1.583776196
842	1.582321802
843	1.581839868
844	1.580871711
845	1.57899138
846	1.578260472
847	1.577096049
848	1.575896171
849	1.574751177
850	1.573043056
851	1.572477444
852	1.571768406
853	1.57171556
854	1.570783849
855	1.569854743
856	1.569514069
857	1.568262562
858	1.56774603
859	1.567030269
860	1.566324424
861	1.564551678
862	1.564011662
863	1.563292917
864	1.562011785
865	1.560269986
866	1.559225414
867	1.558432554
868	1.556579742
869	1.555017686
870	1.554089847
871	1.553204226
872	1.552215141
873	1.55162404
874	1.550909757
875	1.549900217
876	1.549543971
877	1.548409107
878	1.547634871
879	1.546971047
880	1.546823809
881	1.545127546
882	1.544532331
883	1.543745394
884	1.543182728
885	1.542449829
886	1.541920323
887	1.541231346
888	1.540655419
889	1.539925403
890	1.538716558
891	1.537693307
892	1.537242081
893	1.535480413
894	1.534305414
895	1.5328313
896	1.531061807
897	1.529714018
898	1.529165654
899	1.528839478
900	1.528320552
901	1.526680246
902	1.526225775
903	1.525254147
904	1.523849214
905	1.52311358
906	1.522407037
907	1.522021911
908	1.521483931
909	1.5209187
910	1.520550877
911	1.519342257
912	1.518506665
913	1.518092832
914	1.517694746
915	1.516630516
916	1.515973947
917	1.515115645
918	1.514008
919	1.512426248
920	1.511865733
921	1.511642472
922	1.510722271
923	1.510285173
924	1.50938092
925	1.508741523
926	1.507881121
927	1.507450138
928	1.506563531
929	1.505791977
930	1.505006301
931	1.504338998
932	1.50383405
933	1.502618638
934	1.502567423
935	1.501943074
936	1.501388855
937	1.50061246
938	1.499501312
939	1.499102913
940	1.498861755
941	1.497534445
942	1.496745473
943	1.496298225
944	1.495275952
945	1.494659182
946	1.494150069
947	1.493190215
948	1.492877669
949	1.492533909
950	1.49199742
951	1.491132214
952	1.490631816
953	1.489737588
954	1.488508343
955	1.487636039
956	1.486772091
957	1.48538835
958	1.484737066
959	1.484244035
960	1.483207678
961	1.482740454
962	1.481641277
963	1.481119935
964	1.480801045
965	1.480700855
966	1.48016409
967	1.479842727
968	1.479337924
969	1.47866001
970	1.478264055
971	1.477115551
972	1.476097605
973	1.475533924
974	1.475071484
975	1.473878569
976	1.473006305
977	1.47276787
978	1.471742716
979	1.471561546
980	1.471351182
981	1.470964558
982	1.470883451
983	1.470659491
984	1.470501021
985	1.469839462
986	1.468889343
987	1.468135901
988	1.467562343
989	1.466761727
990	1.466055
991	1.46565662
992	1.465030867
993	1.463771723
994	1.463266221
995	1.462719559
996	1.462305412
997	1.462093019
998	1.461578467
999	1.460750192
1000	1.460292322
1001	1.459713797
1002	1.458373439
1003	1.457937307
1004	1.457232474
1005	1.456480296
1006	1.455976746
1007	1.454765008
1008	1.453999049
1009	1.452156112
1010	1.451650897
1011	1.451075691
1012	1.450515543
1013	1.44974262
1014	1.449501416
1015	1.44909627
1016	1.448758077
1017	1.447819992
1018	1.4470286
1019	1.446393263
1020	1.445379733
1021	1.444689945
1022	1.443641313
1023	1.443536831
1024	1.443065736
1025	1.442798148
1026	1.442441938
1027	1.442226337
1028	1.441411865
1029	1.440560142
1030	1.440351282
1031	1.439757032
1032	1.439544698
1033	1.438709983
1034	1.437671345
1035	1.437021591
1036	1.436372919
1037	1.435635816
1038	1.435370328
1039	1.434607553
1040	1.433921562
1041	1.43384276
1042	1.433102009
1043	1.432436629
1044	1.431626452
1045	1.431209665
1046	1.430952984
1047	1.430248967
1048	1.429089616
1049	1.428868102
1050	1.428403652
1051	1.427448954
1052	1.426992759
1053	1.426009907
1054	1.42573709
1055	1.424915003
1056	1.423909
1057	1.423585634
1058	1.422506473
1059	1.42197657
1060	1.421483233
1061	1.420951627
1062	1.42062252
1063	1.420284381
1064	1.420049606
1065	1.419300295
1066	1.418939963
1067	1.418559319
1068	1.418016522
1069	1.417654666
1070	1.417470975
1071	1.416433218
1072	1.415721005
1073	1.415102181
1074	1.414700884
1075	1.414043729
1076	1.413356598
1077	1.413005877
1078	1.412546068
1079	1.412085144
1080	1.411869455
1081	1.411253895
1082	1.411048061
1083	1.410827615
1084	1.410162397
1085	1.409779406
1086	1.409313817
1087	1.40881377
1088	1.407881479
1089	1.407376451
1090	1.406937843
1091	1.406662664
1092	1.406069243
1093	1.405487357
1094	1.405116173
1095	1.404127345
1096	1.403701407
1097	1.403113969
1098	1.40267324
1099	1.402032139
1100	1.401503303
1101	1.400970843
1102	1.400550305
1103	1.400005496
1104	1.399231794
1105	1.398638197
1106	1.398016263
1107	1.396757877
1108	1.396066141
1109	1.395719572
1110	1.394770904
1111	1.393808733
1112	1.393689305
1113	1.39324445
1114	1.392304112
1115	1.391918009
1116	1.391782738
1117	1.391293581
1118	1.390800097
1119	1.390330584
1120	1.389846428
1121	1.389429309
1122	1.389095591
1123	1.388803793
1124	1.388205399
1125	1.387737761
1126	1.387448082
1127	1.386758541
1128	1.386192035
1129	1.385956675
1130	1.385407554
1131	1.384700564
1132	1.384524167
1133	1.383837925
1134	1.382936716
1135	1.38262712
1136	1.382047181
1137	1.381020009
1138	1.380151247
1139	1.37960129
1140	1.379419585
1141	1.378823302
1142	1.378151362
1143	1.377288911
1144	1.377067364
1145	1.376783327
1146	1.376146097
1147	1.375814488
1148	1.374728975
1149	1.374196385
1150	1.373120735
1151	1.372512081
1152	1.372049864
1153	1.371671021
1154	1.371347911
1155	1.371010809
1156	1.370688449
1157	1.370594915
1158	1.370267598
1159	1.369446062
1160	1.369291425
1161	1.369034688
1162	1.36874772
1163	1.368626301
1164	1.368425687
1165	1.367918297
1166	1.367790455
1167	1.367630653
1168	1.36733885
1169	1.366843736
1170	1.366384736
1171	1.365871534
1172	1.365233725
1173	1.364842633
1174	1.364496254
1175	1.363423802
1176	1.362749473
1177	1.362384914
1178	1.361723078
1179	1.361525008
1180	1.360978327
1181	1.360288332
1182	1.359829332
1183	1.359711252
1184	1.359558591
1185	1.359364637
1186	1.358497503
1187	1.358379208
1188	1.357767092
1189	1.357226058
1190	1.356749044
1191	1.35595278
1192	1.355633267
1193	1.354851375
1194	1.354394389
1195	1.353509213
1196	1.352947625
1197	1.352759332
1198	1.352567533
1199	1.352420695
1200	1.351913884
1201	1.351857645
1202	1.351799846
1203	1.351303703
1204	1.350839026
1205	1.350522164
1206	1.350263498
1207	1.349887137
1208	1.349542678
1209	1.348992994
1210	1.3486513
1211	1.348389388
1212	1.348020416
1213	1.347412934
1214	1.347225231
1215	1.346899837
1216	1.346574231
1217	1.346084977
1218	1.345628044
1219	1.345046838
1220	1.344310418
1221	1.344006065
1222	1.343892755
1223	1.343500039
1224	1.343104757
1225	1.342372434
1226	1.34189058
1227	1.341700592
1228	1.341000548
1229	1.340912945
1230	1.3406766
1231	1.340221479
1232	1.339952912
1233	1.339483789
1234	1.338936054
1235	1.338557248
1236	1.33803319
1237	1.337404069
1238	1.336808323
1239	1.33641623
1240	1.335807005
1241	1.335116943
1242	1.334643636
1243	1.334272738
1244	1.333590441
1245	1.333175946
1246	1.333127263
1247	1.332717633
1248	1.332445068
1249	1.331673415
1250	1.331161949
1251	1.330628197
1252	1.330523643
1253	1.330427118
1254	1.330170428
1255	1.3298769
1256	1.328879589
1257	1.328584174
1258	1.328444787
1259	1.328061925
1260	1.327557287
1261	1.326992605
1262	1.326518749
1263	1.326025515
1264	1.325586267
1265	1.325376853
1266	1.325040351
1267	1.32494238
1268	1.324308189
1269	1.324058119
1270	1.323512737
1271	1.32288544
1272	1.322655608
1273	1.322354549
1274	1.321762419
1275	1.321369064
1276	1.320887949
1277	1.320608912
1278	1.320379878
1279	1.32013134
1280	1.319831761
1281	1.319280235
1282	1.318963716
1283	1.318472688
1284	1.318120763
1285	1.317640093
1286	1.317326995
1287	1.316949086
1288	1.316360701
1289	1.316126266
1290	1.315642672
1291	1.315326717
1292	1.314266907
1293	1.314031693
1294	1.313702554
1295	1.313357817
1296	1.312846097
1297	1.312658851
1298	1.312546408
1299	1.312346063
1300	1.311394713
1301	1.311184255
1302	1.310728773
1303	1.309875611
1304	1.309041558
1305	1.308599894
1306	1.308361085
1307	1.308205536
1308	1.308184273
1309	1.307708769
1310	1.307201808
1311	1.307036624
1312	1.306712152
1313	1.306153131
1314	1.305801346
1315	1.305711557
1316	1.30543148
1317	1.304986628
1318	1.30468868
1319	1.304516714
1320	1.304376722
1321	1.304324525
1322	1.303877176
1323	1.303717971
1324	1.303542164
1325	1.303234496
1326	1.302889044
1327	1.302553576
1328	1.302154251
1329	1.301993249
1330	1.301642142
1331	1.301167785
1332	1.300441838
1333	1.300174665
1334	1.29946493
1335	1.299187875
1336	1.298914803
1337	1.298549592
1338	1.298227263
1339	1.297956163
1340	1.297178547
1341	1.296832611
1342	1.296667499
1343	1.296315402
1344	1.29612878
1345	1.296016724
1346	1.295745244
1347	1.295368238
1348	1.29528087
1349	1.294793674
1350	1.294578946
1351	1.294144732
1352	1.293769685
1353	1.293489553
1354	1.293114599
1355	1.29283372
1356	1.292505359
1357	1.291795158
1358	1.291425032
1359	1.291159632
1360	1.290629745
1361	1.290215713
1362	1.289917861
1363	1.289158362
1364	1.288664382
1365	1.288187245
1366	1.287952161
1367	1.28722692
1368	1.2870123
1369	1.286888466
1370	1.286561345
1371	1.28615974
1372	1.285594233
1373	1.285335205
1374	1.285226803
1375	1.284911627
1376	1.284598997
1377	1.284319358
1378	1.284062732
1379	1.283988979
1380	1.283680653
1381	1.283290453
1382	1.282938951
1383	1.282687998
1384	1.28238498
1385	1.281991243
1386	1.281701722
1387	1.281460566
1388	1.281138655
1389	1.280759147
1390	1.280555586
1391	1.280463425
1392	1.28012922
1393	1.279751357
1394	1.279437092
1395	1.279204993
1396	1.278979352
1397	1.278718189
1398	1.278319603
1399	1.278033796
1400	1.277674713
1401	1.277588767
1402	1.277383545
1403	1.276988737
1404	1.276744341
1405	1.276586756
1406	1.276569294
1407	1.276455543
1408	1.276101308
1409	1.275744376
1410	1.275725689
1411	1.275662448
1412	1.275351405
1413	1.275227122
1414	1.274874514
1415	1.274627008
1416	1.274199878
1417	1.274101569
1418	1.273821136
1419	1.273649692
1420	1.273414907
1421	1.273089203
1422	1.272913114
1423	1.272802296
1424	1.272529435
1425	1.272351941
1426	1.271916221
1427	1.271853058
1428	1.271226746
1429	1.271128725
1430	1.270881283
1431	1.270532882
1432	1.270164333
1433	1.26997661
1434	1.269661858
1435	1.269589376
1436	1.269110955
1437	1.268964408
1438	1.268883163
1439	1.268597684
1440	1.268194583
1441	1.268064221
1442	1.267769295
1443	1.267310383
1444	1.266896494
1445	1.266692735
1446	1.266260934
1447	1.26574055
1448	1.265671007
1449	1.265501722
1450	1.265358978
1451	1.264835964
1452	1.264598119
1453	1.264161987
1454	1.263868659
1455	1.263460933
1456	1.263014893
1457	1.262836113
1458	1.262589324
1459	1.262458316
1460	1.262301018
1461	1.262114103
1462	1.261790222
1463	1.261536183
1464	1.261204765
1465	1.260846198
1466	1.260729084
1467	1.260471521
1468	1.260224747
1469	1.260109645
1470	1.259965693
1471	1.25972473
1472	1.259411379
1473	1.258935229
1474	1.258348155
1475	1.258139997
1476	1.257987853
1477	1.257645545
1478	1.257345174
1479	1.25690613
1480	1.256732763
1481	1.256131683
1482	1.255989933
1483	1.255717208
1484	1.255287328
1485	1.254934413
1486	1.254664633
1487	1.254457727
1488	1.254130772
1489	1.25392444
1490	1.253670226
1491	1.253499626
1492	1.253331524
1493	1.25325843
1494	1.252874546
1495	1.252412929
1496	1.252305616
1497	1.252080353
1498	1.251775143
1499	1.251677658
1500	1.251404291
1501	1.251250172
1502	1.251081361
1503	1.250757804
1504	1.250432627
1505	1.250148284
1506	1.249866597
1507	1.249382974
1508	1.249050738
1509	1.249010145
1510	1.248896697
1511	1.248717432
1512	1.248586362
1513	1.248505652
1514	1.248132038
1515	1.247698843
1516	1.247425971
1517	1.247253635
1518	1.246997615
1519	1.246777974
1520	1.246358637
1521	1.246119552
1522	1.245925881
1523	1.245897099
1524	1.24548091
1525	1.245451084
1526	1.2453813
1527	1.245298109
1528	1.244991881
1529	1.244939306
1530	1.24476199
1531	1.244569911
1532	1.244279871
1533	1.243973165
1534	1.243810043
1535	1.243678806
1536	1.24356934
1537	1.243256484
1538	1.243195893
1539	1.242925884
1540	1.242478435
1541	1.24215219
1542	1.241926987
1543	1.241788295
1544	1.241607743
1545	1.241352047
1546	1.240986856
1547	1.240968564
1548	1.240860854
1549	1.240644681
1550	1.240407861
1551	1.24030366
1552	1.240184675
1553	1.239906503
1554	1.239861539
1555	1.239381058
1556	1.239255756
1557	1.239129387
1558	1.238631599
1559	1.238467866
1560	1.238452702
1561	1.238164522
1562	1.237998666
1563	1.237874966
1564	1.237793187
1565	1.237505047
1566	1.237417349
1567	1.237310129
1568	1.237035631
1569	1.236905462
1570	1.236466388
1571	1.236433351
1572	1.236178626
1573	1.235961609
1574	1.235902531
1575	1.235653426
1576	1.23517924
1577	1.23502905
1578	1.23497667
1579	1.234930889
1580	1.23491845
1581	1.234610192
1582	1.234393169
1583	1.234047741
1584	1.233780961
1585	1.23373108
1586	1.233519539
1587	1.233353794
1588	1.23324207
1589	1.233191059
1590	1.233167813
1591	1.233122019
1592	1.23294247
1593	1.232665271
1594	1.232523476
1595	1.232483635
1596	1.232325194
1597	1.232201879
1598	1.231882967
1599	1.231556547
1600	1.231393688
1601	1.231169323
1602	1.230981377
1603	1.230937677
1604	1.23086836
1605	1.230781476
1606	1.230735632
1607	1.230525227
1608	1.230507276
1609	1.230295573
1610	1.229881656
1611	1.22974037
1612	1.229563768
1613	1.229383617
1614	1.22906156
1615	1.228844345
1616	1.228681713
1617	1.228564712
1618	1.228183327
1619	1.228113479
1620	1.227994285
1621	1.227794185
1622	1.227626866
1623	1.227364826
1624	1.227240243
1625	1.227118784
1626	1.22702009
1627	1.226799914
1628	1.226602231
1629	1.2263941
1630	1.226216898
1631	1.225956473
1632	1.225720959
1633	1.225527665
1634	1.225464965
1635	1.225329852
1636	1.225298363
1637	1.225186269
1638	1.225145788
1639	1.224944448
1640	1.224782917
1641	1.224558476
1642	1.224376944
1643	1.224133619
1644	1.223788911
1645	1.223724256
1646	1.223462703
1647	1.223086119
1648	1.223053764
1649	1.222800236
1650	1.222498319
1651	1.222390622
1652	1.22217686
1653	1.222154666
1654	1.222094551
1655	1.221897817
1656	1.221752145
1657	1.221636324
1658	1.221619785
1659	1.221604612
1660	1.221574915
1661	1.221208696
1662	1.220992564
1663	1.220716276
1664	1.220537556
